0, 82475.87387507471
1, 84136.64227461252
2, 233419.83482057942
3, 107285.60347750019
4, 91515.70651301084
5, 121478.07425504604
6, 148632.46264025825
7, 168876.4653731995
8, 152914.85378198052
9, 113713.92018884451
10, 129231.47009127922
11, 98198.6513558018
12, 132512.82334178564
13, 47175.71627371649
14, 143192.83429784566
15, 90513.88397246806
16, 90013.2072204645
17, 241546.91584160703
18, 109639.22930169512
19, 99059.50986839009
20, 142748.13115618544
21, 113379.98877066006
22, 130044.28433264264
23, 212128.97625038953
24, 101652.41947862272
25, 92290.12752935647
26, 192451.55929219874
27, 84637.39346918848
28, 217656.4989566908
29, 210450.57208175075
30, 178149.96529944122
31, 118939.91838067907
32, 44488.95010614538
33, 156164.99082353688
34, 83927.71796533493
35, 139683.09486239185
36, 99777.35753501882
37, 111291.19200294188
38, 213955.30287280335
39, 114609.69150368871
40, 111238.36332414538
41, 206645.5803793948
42, 167581.4517283768
43, 164963.65311401355
44, 169137.85648133498
45, 129233.28206690283
46, 120433.23408938978
47, 255741.2305278485
48, 127806.60249481279
49, 111336.08324109226
50, 122761.51089468069
51, 97714.45114928094
52, 134793.15355602436
53, 112872.60472757283
54, 139153.079568297
55, 217524.65466291722
56, 197790.87834639763
57, 185188.8216604243
58, 83683.7216436723
59, 162442.0766522889
60, 180309.95972723898
61, 119279.8717643825
62, 171190.04810715714
63, 102385.93110824714
64, 244064.51812834246
65, 154300.20153686448
66, 106687.25008770287
67, 148410.24153166654
68, 155950.16990040278
69, 115303.21704762815
70, 156016.5364239917
71, 134924.49130632114
72, 135838.7057035127
73, 95974.92420101592
74, 101401.88153671414
75, 99995.5291171119
76, 136052.53748821787
77, 112651.13304881207
78, 130663.53756712622
79, 169106.11049017461
80, 155387.41072639672
81, 233745.3986912848
82, 118189.78599505436
83, 71464.66215079607
84, 104046.99427186025
85, 130555.18573725726
86, 111227.17534714204
87, 68290.64614121466
88, 94460.9163853044
89, 113017.65970651599
90, 94971.7012829494
91, 111425.67943162989
92, 200739.17947975325
93, 68009.32737001574
94, 115145.21825636229
95, 141785.89995553854
96, 123304.83294526831
97, 88902.92134042998
98, 181414.58115125872
99, 121390.45572849686
100, 70566.46588985749
101, 165021.11826350252
102, 108871.82334187905
103, 131291.02210632229
104, 143120.50292659053
105, 196558.14437892445
106, 195905.7462287458
107, 105947.8786774726
108, 171416.6691098929
109, 110603.44370949714
110, 100396.07005699212
111, 116080.98517063011
112, 109009.30701615552
113, 88344.7576072024
114, 95753.94189613344
115, 79494.46688459578
116, 107601.35927664157
117, 147741.44309320557
118, 144370.27182528313
119, 100843.14363404659
120, 183097.397255815
121, 111315.48998757494
122, 157515.25808243902
123, 132775.27695407046
124, 229251.58662274393
125, 92085.62594099465
126, 147844.310358108
127, 258054.26775370256
128, 143954.23179611523
129, 221962.1001966412
130, 143504.99222968033
131, 117320.95364344829
132, 229518.47814982486
133, 193546.96062061726
134, 130933.00954657773
135, 113994.10361163862
136, 101594.0609062043
137, 159821.91986093947
138, 139523.1495483065
139, 96747.78366496919
140, 98530.62423236668
141, 187775.7605133498
142, 159194.94784436084
