0, 4
1, 4
2, 4
3, 4
4, 1
5, 23
6, 4
7, 4
8, 32
9, 40
10, 38
11, 4
12, 4
13, 4
14, 4
15, 4
16, 10
17, 4
18, 4
19, 4
20, 5
21, 4
22, 23
23, 13
24, 4
25, 4
26, 4
27, 4
28, 19
29, 4
30, 40
31, 13
32, 30
33, 4
34, 33
35, 5
36, 42
37, 4
38, 4
39, 4
40, 4
41, 4
42, 4
43, 7
44, 4
45, 4
46, 19
47, 4
48, 4
49, 4
50, 4
51, 4
52, 4
53, 4
54, 4
55, 4
56, 40
57, 4
58, 4
59, 4
60, 4
61, 4
62, 4
63, 4
64, 4
65, 23
66, 10
67, 4
68, 4
69, 4
70, 4
71, 4
72, 4
73, 4
74, 4
75, 4
76, 4
77, 4
78, 33
79, 4
80, 4
81, 4
82, 4
83, 4
84, 4
85, 4
86, 4
87, 1
88, 40
89, 4
90, 4
91, 8
92, 4
93, 4
94, 4
95, 4
96, 4
97, 4
98, 23
99, 38
100, 40
101, 23
102, 4
103, 4
104, 4
105, 4
106, 4
107, 4
108, 4
109, 4
110, 40
111, 4
112, 4
113, 4
114, 32
115, 5
116, 4
117, 4
118, 40
119, 13
120, 4
121, 4
122, 4
123, 4
124, 4
125, 4
126, 42
127, 4
128, 4
129, 4
130, 4
131, 4
132, 4
133, 4
134, 13
135, 4
136, 1
137, 40
138, 4
139, 7
140, 4
141, 4
142, 4
143, 9
144, 33
145, 38
146, 4
147, 4
148, 13
149, 4
150, 4
151, 4
152, 4
153, 4
154, 5
155, 4
156, 4
157, 4
158, 4
159, 4
160, 4
161, 23
162, 4
163, 4
164, 4
165, 4
166, 4
167, 4
168, 4
169, 32
170, 40
171, 4
172, 4
173, 4
174, 4
175, 4
176, 4
177, 11
178, 4
179, 4
180, 4
181, 4
182, 4
183, 4
184, 4
185, 4
186, 4
187, 4
188, 4
189, 13
190, 4
191, 4
192, 4
193, 4
194, 4
195, 4
196, 4
197, 4
198, 4
199, 4
200, 4
201, 4
202, 4
203, 4
204, 32
205, 4
206, 4
207, 4
208, 32
209, 4
210, 4
211, 5
212, 4
213, 13
214, 4
215, 4
216, 4
217, 4
218, 13
219, 4
220, 13
221, 5
222, 4
223, 4
224, 4
225, 4
226, 4
227, 4
228, 29
229, 4
230, 4
231, 40
232, 9
233, 4
234, 4
235, 7
236, 4
237, 4
238, 4
239, 32
240, 4
241, 4
242, 4
243, 23
244, 9
245, 4
246, 4
247, 4
248, 7
249, 1
250, 4
251, 4
252, 4
253, 4
254, 16
255, 4
256, 5
257, 4
258, 4
259, 4
260, 4
261, 4
262, 33
263, 4
264, 4
265, 4
266, 4
267, 4
268, 4
269, 4
270, 5
271, 4
272, 4
273, 4
274, 4
275, 4
276, 33
277, 4
278, 4
279, 13
280, 9
281, 4
282, 4
283, 4
284, 4
285, 4
286, 4
287, 4
288, 23
289, 4
290, 23
291, 4
292, 4
293, 4
294, 4
295, 4
296, 4
297, 4
298, 4
299, 4
300, 4
301, 13
302, 13
303, 4
304, 4
305, 4
306, 42
307, 4
308, 4
309, 4
310, 13
311, 4
312, 4
313, 4
314, 40
315, 4
316, 4
317, 21
318, 4
319, 4
320, 13
321, 4
322, 4
323, 4
324, 40
325, 4
326, 5
327, 4
328, 4
329, 4
330, 4
331, 4
332, 40
333, 4
334, 4
335, 4
336, 4
337, 4
338, 4
339, 4
340, 4
341, 19
342, 4
343, 4
344, 4
345, 4
346, 4
347, 4
348, 38
349, 40
350, 42
351, 40
352, 4
353, 4
354, 11
355, 4
356, 4
357, 4
358, 5
359, 4
360, 4
361, 4
362, 4
363, 4
364, 4
365, 4
366, 4
367, 4
368, 4
369, 4
370, 4
371, 13
372, 4
373, 4
374, 17
375, 4
376, 4
377, 13
378, 40
379, 4
380, 4
381, 4
382, 4
383, 13
384, 4
385, 4
386, 23
387, 4
388, 13
389, 4
390, 4
391, 7
392, 4
393, 4
394, 4
395, 4
396, 4
397, 4
398, 7
399, 19
400, 13
401, 4
402, 4
403, 4
404, 4
405, 11
406, 4
407, 4
408, 23
409, 4
410, 10
411, 13
412, 4
413, 9
414, 1
415, 5
416, 4
417, 4
418, 4
419, 4
420, 4
421, 4
422, 4
423, 4
424, 15
425, 4
426, 4
427, 4
428, 4
429, 15
430, 18
431, 40
432, 41
433, 4
434, 4
435, 24
436, 13
437, 11
438, 4
439, 32
440, 5
441, 4
442, 4
443, 13
444, 9
445, 13
446, 4
447, 4
448, 5
449, 4
450, 4
451, 4
452, 4
453, 4
454, 4
455, 4
456, 4
457, 17
458, 4
459, 4
460, 13
461, 4
462, 32
463, 13
464, 4
465, 5
466, 4
467, 19
468, 10
469, 4
470, 17
471, 4
472, 27
473, 4
474, 4
475, 4
476, 4
477, 4
478, 4
479, 4
480, 1
481, 4
482, 4
483, 4
484, 4
485, 4
486, 4
487, 4
488, 4
489, 4
490, 4
491, 4
492, 4
493, 4
494, 4
495, 13
496, 4
497, 4
498, 4
499, 1
500, 4
501, 4
502, 4
503, 40
504, 1
505, 5
506, 4
507, 40
508, 4
509, 4
510, 4
511, 7
512, 4
513, 4
514, 4
515, 4
516, 17
517, 4
518, 4
519, 10
520, 4
521, 4
522, 4
523, 4
524, 4
525, 4
526, 4
527, 4
528, 4
529, 4
530, 4
531, 4
532, 4
533, 4
534, 4
535, 8
536, 4
537, 4
538, 13
539, 4
540, 4
541, 4
542, 4
543, 4
544, 4
545, 4
546, 7
547, 20
548, 7
549, 40
550, 13
551, 4
552, 4
553, 4
554, 4
555, 40
556, 4
557, 4
558, 13
559, 4
560, 4
561, 4
562, 4
563, 4
564, 4
565, 4
566, 4
567, 4
568, 4
569, 4
570, 32
571, 4
572, 4
573, 4
574, 13
575, 19
576, 4
577, 4
578, 8
579, 4
580, 4
581, 4
582, 4
583, 4
584, 13
585, 23
586, 13
587, 4
588, 13
589, 4
590, 11
591, 4
592, 4
593, 11
594, 4
595, 4
596, 4
597, 4
598, 23
599, 13
600, 4
601, 4
602, 4
603, 4
604, 11
605, 19
606, 4
607, 4
608, 4
609, 4
610, 13
611, 11
612, 23
613, 4
614, 40
615, 4
616, 4
617, 19
618, 4
619, 1
620, 4
621, 4
622, 23
623, 4
624, 4
625, 4
626, 4
627, 4
628, 4
629, 4
630, 4
631, 4
632, 4
633, 4
634, 4
635, 4
636, 4
637, 4
638, 7
639, 4
640, 23
641, 4
642, 13
643, 4
644, 7
645, 4
646, 3
647, 4
648, 4
649, 4
650, 4
651, 32
652, 4
653, 23
654, 4
655, 4
656, 4
657, 4
658, 5
659, 5
660, 13
661, 38
662, 4
663, 4
664, 4
665, 4
666, 4
667, 4
668, 4
669, 4
670, 4
671, 4
672, 4
673, 4
674, 4
675, 4
676, 4
677, 4
678, 9
679, 14
680, 17
681, 32
682, 23
683, 4
684, 40
685, 4
686, 40
687, 4
688, 4
689, 4
690, 4
691, 4
692, 4
693, 4
694, 4
695, 5
696, 4
697, 40
698, 11
699, 4
700, 27
701, 4
702, 13
703, 40
704, 29
705, 7
706, 10
707, 13
708, 4
709, 17
710, 4
711, 4
712, 4
713, 4
714, 4
715, 13
716, 4
717, 4
718, 2
719, 23
720, 4
721, 4
722, 4
723, 2
724, 4
725, 4
726, 4
727, 4
728, 8
729, 4
730, 4
731, 4
732, 40
733, 4
734, 4
735, 40
736, 40
737, 4
738, 4
739, 4
740, 4
741, 4
742, 4
743, 4
744, 4
745, 4
746, 4
747, 4
748, 4
749, 4
750, 4
751, 13
752, 4
753, 32
754, 4
755, 23
756, 4
757, 4
758, 40
759, 4
760, 4
761, 23
762, 5
763, 4
764, 4
765, 4
766, 5
767, 23
768, 4
769, 5
770, 4
771, 13
772, 40
773, 40
774, 4
775, 5
776, 16
777, 4
778, 4
779, 21
780, 4
781, 4
782, 4
783, 4
784, 10
785, 4
786, 4
787, 1
788, 4
789, 4
790, 4
791, 4
792, 40
793, 4
794, 5
795, 4
796, 4
797, 4
798, 4
799, 4
800, 40
801, 40
802, 4
803, 4
804, 4
805, 19
806, 20
807, 4
808, 4
809, 4
810, 4
811, 4
812, 4
813, 4
814, 4
815, 4
816, 11
817, 4
818, 13
819, 4
820, 4
821, 40
822, 4
823, 4
824, 4
825, 4
826, 1
827, 4
828, 4
829, 13
830, 4
831, 40
832, 23
833, 4
834, 1
835, 4
836, 4
837, 40
838, 4
839, 4
840, 4
841, 7
842, 40
843, 7
844, 5
845, 4
846, 4
847, 4
848, 32
849, 10
850, 4
851, 1
852, 5
853, 8
854, 32
855, 4
856, 4
857, 4
858, 4
859, 10
860, 4
861, 4
862, 4
863, 4
864, 4
865, 19
866, 4
867, 4
868, 4
869, 4
870, 4
871, 4
872, 4
873, 4
874, 19
875, 4
876, 4
877, 4
878, 8
879, 10
880, 4
881, 4
882, 4
883, 4
884, 4
885, 4
886, 4
887, 4
888, 4
889, 8
890, 4
891, 4
892, 4
893, 4
894, 4
895, 4
896, 4
897, 4
898, 27
899, 4
900, 39
901, 32
902, 13
903, 11
904, 40
905, 4
906, 4
907, 4
908, 4
909, 4
910, 4
911, 4
912, 4
913, 13
914, 4
915, 4
916, 4
917, 4
918, 23
919, 4
920, 4
921, 4
922, 4
923, 4
924, 4
925, 4
926, 13
927, 4
928, 23
929, 4
930, 10
931, 4
932, 4
933, 4
934, 4
935, 4
936, 4
937, 4
938, 1
939, 4
940, 4
941, 4
942, 4
943, 4
944, 4
945, 23
946, 40
947, 4
948, 4
949, 4
950, 32
951, 23
952, 13
953, 4
954, 4
955, 4
956, 4
957, 4
958, 4
959, 4
960, 4
961, 4
962, 4
963, 4
964, 1
965, 4
966, 23
967, 5
968, 13
969, 2
970, 4
971, 13
972, 4
973, 4
974, 4
975, 4
976, 13
977, 4
978, 4
979, 4
980, 4
981, 32
982, 4
983, 4
984, 4
985, 4
986, 4
987, 7
988, 30
989, 4
990, 4
991, 4
992, 4
993, 23
994, 4
995, 4
996, 4
997, 13
998, 4
999, 13
1000, 4
1001, 4
1002, 4
1003, 40
1004, 4
1005, 40
1006, 4
1007, 13
1008, 4
1009, 4
1010, 4
1011, 28
1012, 4
1013, 4
1014, 4
1015, 40
1016, 4
1017, 4
1018, 4
1019, 13
1020, 4
1021, 1
1022, 4
1023, 4
